ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm
R-HSA:5683405	REACTOME_Reactions_25.05.2022	PPP5C dephosphorylates TP53BP1	[-1]	[Group13]	4	8.163265	0.0042951060886637854	0.3307231688271115	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, PPP5C, RAD50, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2]	FALSE
R-HSA:5683425	REACTOME_Reactions_25.05.2022	ATM phosphorylates TP53BP1 at DNA DSBs	[-1]	[Group13]	4	8.333333	0.003985935166433598	0.3148888781482543	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2]	FALSE
R-HSA:5683735	REACTOME_Reactions_25.05.2022	CHEK2 is recruited to DNA DSBs	[-1]	[Group13]	4	7.142857	0.006921150319693578	0.4567959210997762	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, CHEK2, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2, UIMC1]	FALSE
R-HSA:5683801	REACTOME_Reactions_25.05.2022	CHEK2 phosphorylates BRCA1	[-1]	[Group13]	4	7.142857	0.006921150319693578	0.4567959210997762	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, CHEK2, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2, UIMC1]	FALSE
R-HSA:5683930	REACTOME_Reactions_25.05.2022	WICH phosphorylates H2AFX on Y142	[-1]	[Group13]	4	11.111111	0.0013684123794768805	0.1395780627066418	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[BAZ1B, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, LOC102724334, SMARCA5]	FALSE
R-HSA:5683964	REACTOME_Reactions_25.05.2022	ATM phosphorylates EYA1-4	[-1]	[Group13]	4	9.302325	0.0026638618881667893	0.23708370804684425	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, EYA1, EYA2, EYA3, EYA4, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MRE11, NBN, RAD50]	FALSE
R-HSA:5683967	REACTOME_Reactions_25.05.2022	EYA1-4 dephosphorylates tyrosine Y142 of H2AFX	[-1]	[Group13]	4	9.302325	0.0026638618881667893	0.23708370804684425	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, EYA1, EYA2, EYA3, EYA4, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MRE11, NBN, RAD50]	FALSE
R-HSA:5683986	REACTOME_Reactions_25.05.2022	APBB1 and MAPK8 bind diphosphorylated H2AFX	[-1]	[Group13]	4	9.756098	0.0022322750036029874	0.20536930033147485	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[APBB1, ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MAPK8, MRE11, NBN, RAD50]	FALSE
R-HSA:5684052	REACTOME_Reactions_25.05.2022	PIAS4 SUMOylates MDC1	[-1]	[Group13]	4	7.017544	0.007366370158145248	0.4714476901212959	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF8, SUMO2, TP53BP1, UBE2I, UBE2N, UBE2V2, UIMC1]	FALSE
R-HSA:5684071	REACTOME_Reactions_25.05.2022	RNF4 ubiquitinates MDC1	[-1]	[Group13]	4	6.6666665	0.008814170323949317	0.5112218787890603	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF4, RNF8, RPS27A, TP53BP1, UBA52, UBB, UBC, UBE2N, UBE2V2, UIMC1]	FALSE
R-HSA:5686685	REACTOME_Reactions_25.05.2022	RIF1 and PAX1IP bind TP53BP1 at DNA DSBs	[-1]	[Group13]	4	7.017544	0.007366370158145248	0.4714476901212959	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PAXIP1, PIAS4, RAD50, RIF1, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2, UIMC1]	FALSE
R-HSA:5686704	REACTOME_Reactions_25.05.2022	Activated ATM phosphorylates DCLRE1C	[-1]	[Group13]	4	7.8431373	0.00496117552742043	0.36712698902911184	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, DCLRE1C, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PAXIP1, PIAS4, RAD50, RIF1, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2]	FALSE
R-HSA:5686900	REACTOME_Reactions_25.05.2022	TP53BP1 recruits DCLRE1C to ATM	[-1]	[Group13]	4	7.8431373	0.00496117552742043	0.36712698902911184	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, DCLRE1C, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PAXIP1, PIAS4, RAD50, RIF1, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2]	FALSE
R-HSA:5693532	REACTOME_Pathways_25.05.2022	DNA Double-Strand Break Repair	[-1]	[Group13]	7	4.1666665	0.007927512123307435	0.49150575164506094	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[CLSPN, H4C2, H4C3, H4C5, H4C8, POLE3, RHNO1]	[ABL1, ABRAXAS1, APBB1, ATM, ATR, ATRIP, BABAM1, BABAM2, BAP1, BARD1, BAZ1B, BLM, BRCA1, BRCA2, BRCC3, BRIP1, CCNA1, CCNA2, CDK2, CHEK1, CHEK2, CLSPN, DCLRE1C, DNA2, EME1, EME2, ERCC1, ERCC4, EXO1, EYA1, EYA2, EYA3, EYA4, FEN1, GEN1, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, HUS1, KAT5, KDM4A, KDM4B, KPNA2, LIG3, LIG4, LOC102724334, MAPK8, MDC1, MRE11, MUS81, NBN, NHEJ1, NSD2, PALB2, PARP1, PARP2, PAXIP1, PCNA, PIAS4, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLE3, POLE4, POLH, POLK, POLL, POLM, POLQ, PPP4C, PPP4R2, PPP5C, PRKDC, RAD1, RAD17, RAD50, RAD51, RAD51AP1, RAD51B, RAD51C, RAD51D, RAD52, RAD9A, RAD9B, RBBP8, RFC1, RFC2, RFC3, RFC4, RFC5, RHNO1, RIF1, RMI1, RMI2, RNF168, RNF4, RNF8, RPA1, RPA2, RPA3, RPS27A, RTEL1, SEM1, SIRT6, SLX1A, SLX1B, SLX4, SMARCA5, SPIDR, SUMO1, SUMO2, TDP1, TDP2, TIMELESS, TIPIN, TOP3A, TOPBP1, TP53, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UBXN1, UIMC1, WRN, XRCC1, XRCC2, XRCC3, XRCC4, XRCC5, XRCC6]	FALSE
R-HSA:5693536	REACTOME_Reactions_25.05.2022	ATM phosphorylates MDC1	[-1]	[Group13]	4	10.0	0.00203573510560369	0.19339483503235055	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MDC1, MRE11, NBN, RAD50]	FALSE
R-HSA:5693538	REACTOME_Pathways_25.05.2022	Homology Directed Repair	[-1]	[Group13]	7	5.072464	0.002721323416859084	0.2394764606835994	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[CLSPN, H4C2, H4C3, H4C5, H4C8, POLE3, RHNO1]	[ABL1, ABRAXAS1, ATM, ATR, ATRIP, BABAM1, BABAM2, BARD1, BLM, BRCA1, BRCA2, BRCC3, BRIP1, CCNA1, CCNA2, CDK2, CHEK1, CLSPN, DNA2, EME1, EME2, ERCC1, ERCC4, EXO1, FEN1, GEN1, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, HUS1, KAT5, LIG3, LOC102724334, MDC1, MRE11, MUS81, NBN, NSD2, PALB2, PARP1, PARP2, PCNA, PIAS4, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLE3, POLE4, POLH, POLK, POLQ, PPP4C, PPP4R2, RAD1, RAD17, RAD50, RAD51, RAD51AP1, RAD51B, RAD51C, RAD51D, RAD52, RAD9A, RAD9B, RBBP8, RFC1, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RNF168, RNF4, RNF8, RPA1, RPA2, RPA3, RPS27A, RTEL1, SEM1, SIRT6, SLX1A, SLX1B, SLX4, SPIDR, SUMO2, TIMELESS, TIPIN, TOP3A, TOPBP1, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UIMC1, WRN, XRCC1, XRCC2, XRCC3]	FALSE
R-HSA:5693549	REACTOME_Reactions_25.05.2022	ATM phosphorylates histone H2AFX on S139 at DNA DSBs	[-1]	[Group13]	4	10.256411	0.0018514902403730222	0.17959455331618315	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MRE11, NBN, RAD50]	FALSE
R-HSA:5693551	REACTOME_Reactions_25.05.2022	Phosphorylation of BRCA1-A complex at multiple sites by ATM	[-1]	[Group13]	4	7.2727275	0.006494105950553277	0.43510509868706954	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2, UIMC1]	FALSE
R-HSA:5693565	REACTOME_Pathways_25.05.2022	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	[-1]	[Group13]	4	5.194805	0.02051137465628083	0.5538071157195824	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABL1, ABRAXAS1, APBB1, ATM, BABAM1, BABAM2, BAP1, BARD1, BAZ1B, BRCA1, BRCC3, CHEK2, EYA1, EYA2, EYA3, EYA4, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, KDM4A, KDM4B, LOC102724334, MAPK8, MDC1, MRE11, NBN, NSD2, PIAS4, PPP5C, RAD50, RNF168, RNF8, RPS27A, SMARCA5, SUMO1, TP53, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UBXN1, UIMC1]	FALSE
R-HSA:5693566	REACTOME_Reactions_25.05.2022	TP53BP1 associates with H4K20Me2 at DNA DSBs	[-1]	[Group13]	4	8.333333	0.003985935166433598	0.3148888781482543	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, RAD50, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2]	FALSE
R-HSA:5693567	REACTOME_Pathways_25.05.2022	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	[-1]	[Group13]	7	5.3030305	0.002117370943907333	0.19691549778338197	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[CLSPN, H4C2, H4C3, H4C5, H4C8, POLE3, RHNO1]	[ABL1, ABRAXAS1, ATM, ATR, ATRIP, BABAM1, BABAM2, BARD1, BLM, BRCA1, BRCA2, BRCC3, BRIP1, CCNA1, CCNA2, CDK2, CHEK1, CLSPN, DNA2, EME1, EME2, ERCC1, ERCC4, EXO1, GEN1, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, HUS1, KAT5, LOC102724334, MDC1, MRE11, MUS81, NBN, NSD2, PALB2, PCNA, PIAS4, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLE3, POLE4, POLH, POLK, PPP4C, PPP4R2, RAD1, RAD17, RAD50, RAD51, RAD51AP1, RAD51B, RAD51C, RAD51D, RAD52, RAD9A, RAD9B, RBBP8, RFC1, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RNF168, RNF4, RNF8, RPA1, RPA2, RPA3, RPS27A, RTEL1, SEM1, SIRT6, SLX1A, SLX1B, SLX4, SPIDR, SUMO2, TIMELESS, TIPIN, TOP3A, TOPBP1, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UIMC1, WRN, XRCC2, XRCC3]	FALSE
R-HSA:5693571	REACTOME_Pathways_25.05.2022	Nonhomologous End-Joining (NHEJ)	[-1]	[Group13]	4	5.882353	0.01354723391948141	0.596078292457182	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABRAXAS1, ATM, BABAM1, BABAM2, BARD1, BRCA1, BRCC3, DCLRE1C, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LIG4, LOC102724334, MDC1, MRE11, NBN, NHEJ1, NSD2, PAXIP1, PIAS4, POLL, POLM, PRKDC, RAD50, RIF1, RNF168, RNF8, TDP1, TDP2, TP53BP1, UBE2N, UBE2V2, UIMC1, XRCC4, XRCC5, XRCC6]	FALSE
R-HSA:5693583	REACTOME_Reactions_25.05.2022	MDC1 associates with gamma-H2AFX at nuclear foci	[-1]	[Group13]	4	10.0	0.00203573510560369	0.19339483503235055	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MDC1, MRE11, NBN, RAD50]	FALSE
R-HSA:5693599	REACTOME_Reactions_25.05.2022	Association of Ku heterodimer with ends of DNA double-strand break	[-1]	[Group13]	4	7.6923075	0.005318789692517489	0.3882716475537767	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PAXIP1, PIAS4, RAD50, RIF1, RNF168, RNF8, TP53BP1, UBE2N, UBE2V2, XRCC5, XRCC6]	FALSE
R-HSA:5693602	REACTOME_Reactions_25.05.2022	ATM recognizes H2AFX-Nucleosomes	[-1]	[Group13]	4	10.256411	0.0018514902403730222	0.17959455331618315	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ATM, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, KAT5, LOC102724334, MRE11, NBN, RAD50]	FALSE
R-HSA:5693606	REACTOME_Pathways_25.05.2022	DNA Double Strand Break Response	[-1]	[Group13]	4	5.1282053	0.021398245313039188	0.5563543781390189	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[H4C2, H4C3, H4C5, H4C8]	[ABL1, ABRAXAS1, APBB1, ATM, BABAM1, BABAM2, BAP1, BARD1, BAZ1B, BRCA1, BRCC3, CHEK2, EYA1, EYA2, EYA3, EYA4, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, KAT5, KDM4A, KDM4B, KPNA2, LOC102724334, MAPK8, MDC1, MRE11, NBN, NSD2, PIAS4, PPP5C, RAD50, RNF168, RNF8, RPS27A, SMARCA5, SUMO1, TP53, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UBXN1, UIMC1]	FALSE
R-HSA:5693607	REACTOME_Pathways_25.05.2022	Processing of DNA double-strand break ends	[-1]	[Group13]	6	6.185567	0.0020275973122577816	0.19464934197674705	{Group13=1.390901861816456E-5}	{Group13=1.5299920479981016E-4}	[CLSPN, H4C2, H4C3, H4C5, H4C8, RHNO1]	[ABRAXAS1, ATM, ATR, ATRIP, BABAM1, BABAM2, BARD1, BLM, BRCA1, BRCC3, BRIP1, CCNA1, CCNA2, CDK2, CHEK1, CLSPN, DNA2, EXO1, H2AX, H2BC1, H2BC10, H2BC11, H2BC12, H2BC13, H2BC14, H2BC15, H2BC17, H2BC21, H2BC3, H2BC4, H2BC5, H2BC6, H2BC7, H2BC8, H2BC9, H2BU1, H3-4, H4-16, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HERC2, HUS1, KAT5, LOC102724334, MDC1, MRE11, NBN, NSD2, PIAS4, PPP4C, PPP4R2, RAD1, RAD17, RAD50, RAD9A, RAD9B, RBBP8, RFC2, RFC3, RFC4, RFC5, RHNO1, RMI1, RMI2, RNF168, RNF4, RNF8, RPA1, RPA2, RPA3, RPS27A, SIRT6, SUMO2, TIMELESS, TIPIN, TOP3A, TOPBP1, TP53BP1, UBA52, UBB, UBC, UBE2I, UBE2N, UBE2V2, UIMC1, WRN]	FALSE
