Gene ID	HD1	HD2	HD3	HD4	HD5	HD6	1442 ETV6	1874 ETV6	3399 Phlike	3701 ETV6	4353 phlike	4370 ETV6	4395 ETV6	4894 Phlike	BALL10 ETV6
TAGAP-AS1	-0.445756816	1.893335766	0.59138022	1.298330792	1.158904267	0.983841522	-0.300793144	-0.7464595	-0.29649278	-0.2916453	-1.289050557	-1.024273153	-1.309456214	0.436546292	-0.658411396
PRKD2	1.006347657	1.022570175	1.7070693	0.846030802	0.892962919	-0.30055086	-0.994358867	0.169851818	-1.328819349	-0.399236351	0.617087271	-1.047586061	-0.101627462	-0.408777932	-1.680963059
RIOK3	1.493542204	1.027953663	1.053677027	1.019090882	1.010274797	-0.035074583	-0.323923041	-0.387086097	-1.151830045	0.819478944	-0.68879606	-0.842137482	-0.136523074	-1.409955323	-1.448691813
LOC105369760	1.396175327	0.965772857	0.879157712	1.037310882	1.08061084	0.038409206	0.089040305	-0.39698906	-1.272170799	0.790742368	-0.540780724	-0.735731033	-0.237252542	-1.465707559	-1.628587779
ATP5MC3	1.191028805	1.007346356	1.102750391	1.030549328	1.211012469	-0.080561513	-0.171760379	-0.46286845	-0.479740729	0.544737875	-0.44494909	-0.798937996	-0.13218799	-1.692727434	-1.823691643
MIR3135B	1.099758863	1.010134626	1.434824249	0.849467573	0.894025658	-0.37189228	-0.767386504	0.223635557	-1.588668222	-0.328609271	0.715472849	-0.966883529	-0.167340928	-0.233094718	-1.803443922
ZNF133-AS1	1.266936297	1.322327439	0.658640386	1.095109819	1.03240953	-0.182156729	-0.006696348	-0.117806813	-0.601980528	0.728231172	-0.289468972	-0.608973562	-0.994257928	-1.414781244	-1.88753252
PROS1	1.55486086	0.920350493	0.866593362	1.118298724	1.111063405	0.03315947	0.044718588	-0.480987602	-1.212197095	0.760987234	-0.49647156	-0.724398413	-0.755435298	-1.12619352	-1.614348646
HIRA	1.066540256	-0.760383137	2.72055844	-0.70185593	0.649110937	0.202965975	-0.420804678	-1.066632553	-0.62248321	-0.660016337	-0.801139947	0.464147212	-0.587054567	-0.218068675	0.735116214
MED12L	1.470583765	1.170412198	1.259412777	0.74841928	0.983850029	0.595837358	-1.162963183	-0.85869255	-0.568042517	-0.45359495	0.122591576	-0.222588824	-0.330789416	-0.923030006	-1.831405535
WDR33	0.932583038	1.136420246	1.460222394	0.963118158	0.983242413	-0.017208507	-0.100749828	-0.448416324	-0.133226162	0.589706048	-0.610401405	-0.683687884	-0.599213864	-1.675434962	-1.79695336
NPM1	1.915426405	1.051610243	-0.764529702	1.548405172	0.865978237	0.598114149	-1.127353355	-0.53088821	-0.577578961	-0.861734193	-0.55006486	0.495755014	-1.265890188	-0.260861656	-0.536388095
RNY4	1.106597018	1.258184612	1.151129699	1.023704103	1.018187646	-0.051248266	-0.187179934	-0.352502807	-0.055186176	0.450793558	-0.402581329	-0.620904493	-0.85040811	-1.573186165	-1.915399357
FAM184A	1.578178103	0.997482502	0.670988052	1.115005718	1.096969989	0.079953762	-0.308672498	-0.589701876	-1.105746109	1.04026846	-0.385578022	-0.841312471	-0.786662341	-1.047987049	-1.51318622
TIMM44	0.893908469	0.053387212	-0.10370408	1.942687889	0.361329681	1.727979529	-1.026880149	0.4291213	-0.94052506	-0.410292409	0.19372903	-1.42414062	-1.154898235	-0.749934209	0.208231653
CBR4	0.917921119	1.118121482	1.839927974	0.883209152	0.711302078	-0.034319332	-0.18561609	-0.442588621	-0.084040978	0.30081926	-0.598860083	-0.609979322	-0.345004862	-1.864923339	-1.605968439
FAM234B	0.893080395	0.82823812	2.385800834	0.381294093	0.75031617	0.337483812	-0.705970758	-0.734686658	-0.100234386	-0.684531833	-0.417471097	0.522270646	-0.981528409	-1.15216858	-1.321892349
LOC124904006	1.112667574	1.222486011	1.329470495	1.056391319	1.053116551	0.051347115	-0.304207998	-0.512630716	-0.086981362	0.497572617	-0.461367773	-1.111738448	-0.863225334	-1.589044707	-1.393855347
MCM10	-0.271667422	0.045657103	0.186578331	1.812673285	0.580392067	0.517545296	-0.162092461	-0.921630208	-0.492285108	-0.588764064	-0.70560246	-0.781231908	-1.040834778	-0.619746387	2.441008714
SLC15A4	1.182678492	0.836890092	-0.422295233	1.813850942	0.870226886	1.187794643	-0.896490043	0.12372035	0.155045021	0.004284851	-1.407000432	-1.271451962	-1.018893528	-0.820017436	-0.338342644
GCNT3	1.329029088	1.408259085	0.713282037	1.154520387	1.242227344	-0.047214052	-0.372776679	-0.168202006	-1.052694923	0.584978278	-0.463791099	-1.069741075	-0.627425918	-1.186627627	-1.44382284
CCNL1	0.942374338	1.207059262	1.389071583	0.992820364	1.006575279	0.039679226	-0.198808972	-0.463261162	0.084861282	0.346918616	-0.56105046	-0.567612752	-0.696170817	-1.666874168	-1.855581619
RXRB	0.985270256	1.223811151	1.350733391	0.999596164	1.018924068	0.045744582	-0.229592188	-0.458954468	0.092683207	0.30710005	-0.50589329	-0.59933242	-0.729511332	-1.634179795	-1.866399376
PARD3	1.110732166	1.640307426	0.766220497	1.280970656	1.17214064	0.033519822	-0.483133134	-0.425600097	-0.586993325	0.175237524	-0.047961518	-0.962202209	-0.899394398	-1.164799132	-1.609044919
SPINT1	-0.40551628	1.279384861	0.766661311	-1.09936699	1.141989979	2.390853	-0.27647308	0.217776178	-0.02358959	-0.27542661	-0.599754165	-0.897269596	-1.126955534	-0.271973091	-0.820340394
PTPN3	1.979744042	-0.233024573	-0.795682898	-0.141219322	2.383377965	0.004052973	0.45013122	-0.8674797	-0.116637411	-0.477071375	-0.123503942	-1.104463522	-0.291110796	-1.02422752	0.357114859
NFYB	0.963389286	0.916393968	2.144984277	0.440472424	0.837748735	0.418671927	-1.070227194	-0.630038543	-0.400676911	-0.713827567	-0.321252618	0.735284058	-0.971402941	-1.176316998	-1.173201905
ZNF436-AS1	0.878861304	1.167376992	1.934169207	0.83805926	0.794519493	-0.011149956	-0.314858942	-0.34430373	0.028404618	-0.167031428	-0.317861032	-0.305291161	-0.846541134	-1.474978891	-1.859374599
APMAP	-0.320600757	1.242622774	0.14294927	1.92676363	0.559631646	1.804196346	-0.860258785	0.012383939	-1.39450014	-0.099942918	-0.514700297	-0.620665929	-0.98280391	-0.034926365	-0.860148504
PACSIN1	1.430687553	1.269562409	0.373692026	1.037032184	1.076257061	0.09894912	0.051996359	-0.072746298	-1.486905053	0.663259077	0.031660491	-1.047587568	-1.036295898	-0.826002632	-1.563558833
CLK1	1.122690358	1.485415582	0.788073942	1.066638833	1.099619797	0.281862599	-0.367192517	-0.137526782	-0.466433	0.073089456	0.044463876	-0.992819893	-0.813508644	-1.150887784	-2.033485823
TICAM1	1.463588271	1.634554979	0.886154647	0.221200446	1.704377578	0.319644652	-1.042080064	-0.978048709	-0.753181775	-0.588883952	-1.100573137	-0.829166238	-0.335369176	-0.613921402	0.01170388
CPNE9	-0.663161222	-0.161613262	-0.663877124	1.164390667	0.716495264	2.849198605	-0.274170204	-0.427099698	-0.879362359	0.408200469	-0.854920003	0.406184584	-0.237216225	-0.681183425	-0.701866068
PLPPR4	2.622920642	1.121712746	-0.436152466	0.193554297	0.448259155	0.558605311	-0.821670218	-1.081333704	-0.410600972	-0.502949206	-0.204926638	-1.193202857	-0.939180326	-0.064575194	0.709539432
MIR376C	0.643193101	0.760355837	1.004310094	0.808617707	1.983696415	-0.476889313	-1.226774796	0.050982706	-1.220366905	0.406623031	0.674039144	-1.314688627	-0.469863158	-0.42430674	-1.198928494
CIB2	2.215292772	-0.429521328	1.055502201	0.416512618	1.108940128	1.138803587	-0.917769545	-0.526509807	-0.489174499	-1.394936876	0.031691572	-0.77874869	-1.042663133	-0.292448473	-0.094970527
THSD1	0.932386885	1.12389395	2.087845855	0.937331623	0.776166396	-0.015492999	-0.527560297	-0.451728912	-0.163104891	0.184000846	-0.699778176	-0.604011943	-0.743972212	-1.252279533	-1.583696592
SIK3	1.208515969	1.591955314	0.633045393	1.243387142	1.183807103	0.060141483	-0.121234158	-0.331915226	-0.897957317	0.050292689	0.02375128	-1.079096796	-0.809706781	-1.149394709	-1.605591386
LOC124909441	1.021880539	1.057457963	1.102322852	0.836345671	1.460289546	0.772510728	-0.811141141	-0.994862585	-1.308933867	-1.244067555	0.149341169	-1.166294597	0.316438999	-0.380285444	-0.811002276
LOC101929532	1.050563698	0.985850518	0.521421228	1.141722516	0.970791746	1.395920285	-0.904044794	-0.188523866	-1.40399868	-0.504355064	0.057872111	-1.257492088	-0.496553247	-1.582091993	0.212917631
LOC105377063	0.115635301	0.358156825	0.187877866	2.382142651	0.229925156	1.587788081	-0.13027968	-1.429784248	-0.92406383	0.04821009	-1.319693415	0.06735661	-0.928992617	-0.027142121	-0.217136667
LOC101928272	0.274153845	0.266550346	0.095339287	2.877597293	-0.215596962	1.138463056	-0.909732569	-0.752312439	-0.216134733	-0.945694204	-0.747782255	-0.231427102	-1.035455698	0.447181977	-0.04514984
CAVIN2	1.358909354	1.566263326	0.477594406	1.325990657	1.009156154	0.246231655	-0.956399232	-0.122014567	-0.731996007	0.196829345	-0.233775579	-1.317052957	-1.072461899	-0.297128281	-1.450146375
LOC107986922	-0.244362036	1.610314906	1.729166355	0.952925747	-0.426260238	1.559644973	0.558363815	-0.596099044	-0.426672343	-0.976632144	-1.022492577	-0.91075838	-0.656667795	-0.754063362	-0.396407878
LOC105372146	-0.345943074	1.026536909	1.706922587	1.052884739	0.76768584	1.381682854	0.422101891	-1.155738428	-1.081327955	-1.024961841	-0.501634366	0.2027455	-0.735899832	-1.223101763	-0.491953059
EHD2	1.054587257	1.576128972	0.600289645	1.155028014	1.184103775	0.447775741	-0.060717589	-0.288550426	-1.085057942	0.200610131	-0.178030623	-0.731834248	-1.061440357	-1.13079765	-1.682094701
ANKUB1	0.305454644	1.761066716	1.493940463	-0.461819308	0.068486549	2.116911594	-0.582500564	-0.406169334	-0.204941272	-1.033795776	-1.084702046	-0.309372069	-0.743339638	-0.382603359	-0.536616602
SLC16A14	0.630387169	1.698432732	0.912434851	1.758476011	0.793670897	0.42849722	-0.76188264	-0.383758478	-0.843393342	-1.180031612	0.115973332	-1.102410463	-0.250232955	-0.585964671	-1.230198051
DCST1	0.192980651	1.080454118	-0.69624295	2.059994224	0.840723441	1.857997038	-0.424368853	-0.216235997	-0.933810725	-0.881583037	-0.36843536	-0.819134982	-0.584601979	-0.186434331	-0.921301257
LINC01040	1.529346583	-0.766742839	0.772982644	0.860585736	2.500482387	-0.756868257	-0.413127869	-0.545892669	0.152797318	-0.302066132	-0.387844253	-0.182497622	-0.549663986	-1.038842716	-0.872648326
CNGA4	2.555313688	0.394648415	0.50156506	1.015933184	0.461306009	-0.415099659	0.737632797	-0.721711541	-1.131861255	-0.711278459	-1.121142694	0.400201069	-0.774122779	-0.411648976	-0.779734859
MIR3143	0.983893367	0.591106416	2.203907383	0.692179695	0.866980309	-1.234804263	-0.353158873	0.267676714	-1.171870972	0.265079579	-0.000560311	-0.550418241	-0.067367428	-1.335133135	-1.15751024
ASZ1	-0.182817086	1.312518497	1.815058863	0.151824683	1.716719798	1.14977064	-0.661979546	-1.21590507	-0.370139699	-0.571382556	-0.661022776	-0.99303843	-0.771753858	-0.37921936	-0.338634099
LINC02098	2.250865885	0.464385203	1.373623371	1.047587635	-0.240265143	0.727887741	-0.532460754	-0.406705121	-0.937109401	-0.887757343	-0.929279416	-0.827826748	-0.641053281	0.463470897	-0.925363524
LOC101928936	0.32943358	1.019603314	1.162346631	1.407072196	1.182947994	1.480433923	-0.640295314	-1.153892011	-1.080888701	-0.531521914	-0.065637787	-0.958534209	-0.75120665	-0.332210298	-1.067650754
C3orf80	3.062653629	0.208737012	0.081154862	1.028268256	0.361777898	-0.138860016	-0.340458557	0.302083789	-0.784788921	-0.734841514	-0.776727586	-0.676546024	-0.46157536	-0.358160912	-0.772716557
LY6G6F-LY6G6D	-0.118500854	1.640027737	1.769111408	0.091464822	1.16710231	1.232414143	-0.561500227	-1.080685158	-0.576486499	-0.941767884	-0.05249806	-0.873431053	-0.671790026	-1.157513291	0.134052632
ING2	2.140113769	-0.015904993	2.021340507	-0.433465454	1.383479458	-0.4376937	-0.283754971	-0.392828185	-0.245403258	-0.137817865	-0.783879156	-0.682350608	-0.426853784	-0.925145281	-0.779836481
C19orf47	0.14168944	-0.083620099	3.046842035	1.244777682	-0.087645451	-0.894320411	-0.383438671	0.05199757	0.133553602	-0.37830609	-0.718818562	-0.667840629	-0.024303061	-0.920237136	-0.460330218
UQCR11	1.789397967	1.181380294	1.067551026	1.797935831	-0.471287637	0.494424954	-0.49185892	-0.619935767	-0.974910952	-0.362848363	-0.966000105	-0.234245393	-0.644754795	-1.119412533	-0.445435606
LOC124902504	0.313207901	0.739215456	-0.585626324	2.192042302	1.733574493	0.806879549	-0.316282236	-0.897838743	-0.833199956	-0.784753031	-0.825454556	-0.726932046	0.386563665	-0.95706642	-0.244330054
CDR2	-0.697031251	0.340631023	-0.415010441	0.174372092	2.425292757	1.933545206	-0.91509071	0.075651005	-0.959733042	-0.738310786	-0.018560283	-0.772203384	-0.463938858	0.491212626	-0.460825955
LINC01521	1.731693669	1.206017195	1.626270482	0.378634481	0.435599258	1.062166355	-0.513266028	-1.055066144	-0.980017082	-0.92444521	-0.971098509	-0.858669717	-0.660645344	-0.334532577	-0.142640828
PRG2	-0.157610565	1.497140157	0.710755047	0.246431715	2.255170419	0.956255548	-0.363021242	-0.949549468	-0.881599017	-0.830736016	-0.873464152	-0.072959708	0.344528665	-1.011935781	-0.869405603
UROD	1.756643588	-0.608771065	2.137379729	1.312770766	0.381434179	-0.991430393	0.526605907	-0.790761009	-0.717931513	-0.666034259	-0.182004574	-0.60660308	-0.371168443	-0.474827296	-0.705302538
OR2M2	1.925535198	1.378701506	-0.521600208	0.226481296	-0.263635944	2.044813676	-0.291804992	-0.828769685	-0.760030121	-0.164883255	-0.75196108	-0.6519407	0.30136282	-0.894321303	-0.747947207
SELENBP1	-0.576735772	1.00429992	2.856069001	-0.735393048	-0.286284883	1.227860914	0.250051925	0.102547433	-0.645847631	-0.597425178	-0.637913875	-0.542891158	-0.364212207	-0.786137388	-0.267988052
ADO	-0.702830011	0.478426041	0.737683428	0.933947265	0.418372092	1.358632963	-0.394812764	-0.852475197	-0.77791883	-0.725423687	-0.769354408	-0.665653912	-0.496064367	-0.926952155	2.384423542
CDKN2D	-0.707624281	1.438625382	0.633608633	2.052046953	1.156549741	1.201073062	-0.305651329	-0.411274487	-0.776841943	-0.728795336	-0.769118326	-0.672203905	-0.4421598	-0.902963665	-0.765270701
LOC105379437	2.180680364	-0.049870831	0.193455759	1.791967704	1.192785749	0.621410886	-0.304925924	-0.857686142	-0.790289809	-0.740725541	-0.782314946	-0.682477654	-0.444161387	-0.549505007	-0.778343222
GMPPB	2.77081557	-0.542028339	1.189615397	-0.156637618	1.08125385	0.53015656	-0.042186496	-0.728510114	-0.65699997	-0.605901174	-0.648693783	-0.539589787	-0.208879218	-0.797845701	-0.644569176
LOC105373954	1.1344849	0.30504208	0.178036756	-0.66550835	0.289389571	3.123355195	-0.197418524	-0.649879292	-0.593237833	-0.552213773	-0.586603054	-0.504608598	-0.295108816	-0.402426531	-0.58330373
