,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0000579,65032.0378,0.260107956,0.215247439,1.20841371,0.226888169,0.451584858
FBgn0000581,8105.007577,0.194527396,0.335986844,0.578973255,0.56260722,0.755630415
FBgn0000588,353.9265813,-0.494481158,0.508105179,-0.973186612,0.330460564,0.563872513
FBgn0000591,0.385691781,-0.463805846,0.628408869,-0.738063814,0.460475672,NA
FBgn0000592,8.620184835,0.140504586,0.885662065,0.158643564,0.873949704,0.939736082
FBgn0000594,0,NA,NA,NA,NA,NA
FBgn0000606,0.744334733,-0.246793766,0.627360644,-0.393384201,0.694035737,NA
FBgn0000611,11993.19695,0.491707222,0.270904795,1.81505544,0.06951539,0.207118792
FBgn0000615,5.087432926,0.301239222,0.777631815,0.38738027,0.698474708,NA
FBgn0000617,253.5393548,-0.394507486,0.368593311,-1.070305604,0.284481773,0.516633409
FBgn0000618,108.6390525,-0.212114246,0.610920953,-0.347204078,0.728438008,0.866378743
FBgn0000625,7.268778856,-0.523919764,0.885292685,-0.591804013,0.553981836,0.748927147
FBgn0000629,2176.825953,0.401491172,0.304217498,1.319750422,0.186918359,0.401932573
FBgn0000633,11005.54111,4.060230684,0.348469242,11.65161854,2.25E-31,1.70E-29
FBgn0000635,2075.493339,1.62865838,0.437158429,3.72555639,0.000194885,0.00189504
FBgn0000636,1649.450639,-1.969098056,0.386179605,-5.098917787,3.42E-07,6.39E-06
FBgn0000639,1.438568727,-0.407187957,0.722959304,-0.563223898,0.573282432,NA
FBgn0000640,0.745002735,-0.241125487,0.631618442,-0.381758148,0.702640765,NA
FBgn0000644,9.363894922,0.033058125,0.851689289,0.038814771,0.969038068,0.988614449
FBgn0000658,0.812330288,-0.038504208,0.632344793,-0.060891161,0.951445889,NA
FBgn0000659,325.8726663,-2.819226486,0.836572433,-3.36997297,0.000751756,0.005987461
